word,ipa,phones,confidence,commentary,g2p_output,matched
kimse,/ˈcʰim.se/,cʰ i m s e,0.95,"DOĞRU KURALLAR: Vurgu: Belgisiz zamir olan 'kimse' kelimesinde vurgu istisnai olarak ilk hecededir. Ünsüzler ve Aspirasyon: İnce ünlü (i) öncesinde gelen 'k' ünsüzü damaksıllaşarak [c] varyantına dönüşür ve hece başında olduğu için kuvvetli soluklanarak [cʰ] olarak gerçekleşir. HATA ANALİZİ: Referans 1 ve Referans 2, kelimenin gramatikal sınıfından (zamir) kaynaklanan istisnai vurgu kuralını atlayarak standart kelime sonu vurgu kuralını işletmiş ve vurguyu son heceye koyarak hata yapmıştır. Ayrıca Referans 2, kelime sonu 'e' sesini gereksiz yere açık [æ] olarak transkribe etmiştir; oysa kelime sonunda 'e' standart olarak kapalı kalır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Zamir/Zarf Vurgu Kuralı: Kimse, herkes, nasıl, hangi gibi belgisiz zamir ve zarflarda kelime sonu vurgu kuralını ez; birincil vurguyu (ˈ) ilk heceye yerleştir.' 2) 'Kelime Sonu Ünlüleri: Kelime sonundaki e seslerini, özel bir geriletici/ilerletici asimilasyon etkisi bulunmadıkça daima [e] olarak işaretle, [æ] kullanma.'",/cʰim.ˈse/,false
kistten,/cʰist.ˈtʰæn/,cʰ i s t tʰ æ n,0.95,"DOĞRU KURALLAR: İnce ünlü (i) öncesindeki 'k' sesi damaksıllaşır ve hece başında olduğu için soluklanarak [cʰ] olur. 'kist' kelimesinin sonundaki 't' sesi, öncesinde 's' sürtünmelisi olduğu için soluksuz (aspirasyonsuz) kalır [t]. '-ten' ekinin başındaki 't' ise hece başı patlayıcısı olduğu için solukludur [tʰ]. Kapalı hecedeki 'e' ünlüsü 'n' sesi öncesinde açılarak [æ] olur. Vurgu son hecededir. HATA ANALİZİ: Referans 1 kuralları başarılı şekilde uygulamıştır. Referans 2 ise 'k' sesini damaksıllaştırmayı (cʰ) atlamış ve yavaş/dikkatli söyleyişte korunması gereken ünsüz kümesini (st.t) konuşma dilindeki gibi sadeleştirerek kökteki 't' sesini düşürmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'İnce ünlüler öncesinde k harfini damaksıl varyantına (c) dönüştür.' 2) 'Dar/dikkatli transkripsiyonda, kök ve ek birleşiminde yan yana gelen aynı ünsüzleri koru, ünsüz düşmesini standart dar çeviride uygulama.'",/cʰist.ˈtʰæn/,true
kitap,/cʰi.ˈtʰap/,cʰ i tʰ a p,1,"DOĞRU KURALLAR: Kelimedeki 'k' ünsüzü ince 'i' ünlüsünden önce geldiği için damaksıllaşır [c]. Türkçe fonolojisinde hece başında yer alan ötümsüz patlayıcılar soluklu (aspire) okunur; bu nedenle ilk hecenin başındaki ses [cʰ], ikinci hecenin başındaki 't' ise [tʰ] olmalıdır. Hece/kelime sonundaki 'p' patlayıcısı ise dar çeviride yalın [p] olarak kalır. Vurgu kurallı olarak son hecededir. HATA ANALİZİ: Referans 1, hece başı ötümsüz patlayıcıların aspirasyon kuralını hem [cʰ] hem de [tʰ] için kusursuz uygulayarak doğru sonuca ulaşmıştır. Referans 2 ise 't' sesini doğru bir şekilde [tʰ] olarak çevirirken, damaksıllaşan [c] sesinin de hece başı pozisyonunda ötümsüz bir patlayıcı olduğunu gözden kaçırmış ve aspirasyonsuz bırakarak tutarsız bir kural işletimi sergilemiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu katı kural eklenmelidir: 'Hece Başı Aspirasyon Kapsamı: Öncesinde [s] veya [ʃ] gibi bir sürtünmeli bulunmadığı sürece hece başındaki tüm ötümsüz patlayıcıları (p, t, k, c) istisnasız aspire et (pʰ, tʰ, kʰ, cʰ). Eğer damaksıl bir c [c] varyantı elde edilmişse, o da hece başında daima [cʰ] formunu almalıdır.'",/cʰi.ˈtʰap/,true
kitleselleştirip,/cʰit.le.sæl.leʃ.tʰi.ˈɾip/,cʰ i t l e s æ l l e ʃ tʰ i ɾ i p,0.95,"DOĞRU KURALLAR: Kelime 'kitle-sel-leş-tir-ip' eklerini almıştır. Zarf-fiil eki olan '-ip' genel Türkçe vurgu kurallarına uyarak vurguyu kendi üzerine çeker [ˈɾip]. İnce ünlüyle başlayan hece başı 'k' damaksıllaşır ve aspire edilir [cʰ], hece başı 't' de yine aspire edilir [tʰ]. Türkçe fonotaktik kurallarına göre 'e' ünlüsü, aynı hece içinde 'l, m, n, r' akıcı ünsüzleriyle kapandığında açılarak [æ] olur (sel -> [sæl]); açık hecelerde veya 'ş' gibi diğer ünsüzlerle kapanan hecelerde kapalı kalır (le -> [le], leş -> [leʃ]). HATA ANALİZİ: Ref 1, vurguyu hatalı bir şekilde [ˈlæʃ] hecesine kaydırmıştır. Ref 2 vurgu yerini doğru tespit etse de, her iki referans da [æ] açılması kuralını aşırı genelleştirerek açık hecelere ve 'ş' ile biten hecelere (læ, læʃ) uygulamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki katı kural eklenmelidir: 1) 'Zarf-Fiil Vurgusu: -ip/-ıp/-up/-üp ekleri vurguyu çeker, istisnai bir bağlam yoksa birincil vurguyu (ˈ) daima bu ekin bulunduğu son heceye yerleştir.' 2) 'Ünlü Açılması (æ) Sınırlandırması: Bir e ünlüsünü [æ] sembolüne dönüştürmek için, o ünlünün aynı hece içinde mutlaka [l, m, n, ɾ] akıcı ünsüzlerinden biriyle kapanması şartını (hard constraint) ara; açık hecelerde veya diğer ünsüzlerle biten hecelerde (örn. leş) [e] sembolünü koru.'",/cʰit.le.sæl.ˈlæʃ.tʰi.ɾip/,false
konulmadığının,/kʰo.ˈnuɫ.ma.dɯ.ɯ.nɯn/,kʰ o n u ɫ m a d ɯ ɯ n ɯ n,0.95,"DOĞRU KURALLAR: 1) Vurgu: Olumsuzluk eki olan '-mA' vurgu almaz, birincil vurgu daima bu ekten bir önceki heceye, yani 'nul' hecesine kayar [ˈnuɫ]. 2) Ünsüzler ve Aspirasyon: Kelime başındaki ötümsüz patlayıcı 'k' aspire edilerek [kʰ] şeklinde okunur. Kalın art ünlülerle (o, u, a) çevrili olan 'l' sesi velarize (kalın) varyantıyla [ɫ] gerçekleşir. 3) 'ğ' Düşmesi: İki kalın dar arka ünlü (ı) arasındaki 'ğ' ünsüzü tamamen düşer ve iki ünlü art arda kalarak hiatus (ünlü çarpışması) [ɯ.ɯ] oluşturur. HATA ANALİZİ: Ref 1, vurgu yerini ve 'ğ' düşmesini başarıyla saptamıştır; ancak 'ğ' düştükten sonra yan yana gelen iki aynı dar ünlünün oluşturduğu dizilimi [ɯː.ɯ] şeklinde fazladan uzatarak (over-lengthening) hatalı bir transkripsiyon üretmiştir (aynı ünlüler yan yana geldiğinde ya birleşerek tek uzun ünlüye döner ya da iki hece halinde kısa ünlü olarak kalır). Ref 2 ise ses çevirilerini kusursuz yapmış olsa da '-mA' olumsuzluk ekinin getirdiği sabit vurgu kuralını atlayarak (hiç vurgu kullanmayarak) kritik bir prosodi hatası yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kuralın kodlanması elzemdir: 1) 'Vurgu İstisnası-Olumsuzluk: Eğer kelime -ma/-me eylemsiz/olumsuzluk ekini barındırıyorsa, kelime sonu kuralını iptal et ve birincil vurguyu (ˈ) doğrudan bu ekten bir önceki hecenin başına ekle.' 2) 'Yumuşak G Hiatus Kuralı: İki aynı dar ünlü ([ɯ]) arasındaki 'ğ' düşürüldüğünde hece ayrımını korumak için ya [ɯ.ɯ] yaz ya da hece birleşmesi oluyorsa [ɯː] yap; ancak [ɯː.ɯ] gibi birleşik tekrarlardan kaçın.'",/kʰo.ˈnuɫ.ma.dɯː.ɯ.nɯn/,false
konuş,/kʰo.ˈnuʃ/,kʰ o n u ʃ,1,"DOĞRU KURALLAR: Kelime iki hecelidir (ko-nuş). Ünsüzler/Aspirasyon: Kelime başındaki ötümsüz art damak patlayıcısı 'k', hece başında yer aldığı için soluklu (aspire) olarak [kʰ] sesletilir. Ünlüler: Kalın ünlüler (o, u) art damakta oluştukları için 'k' ünsüzünün kalın formunu korumasını sağlarlar. Vurgu: Türkçede temel kural ve tek heceli kök fiillere gelen eklerde veya kelimenin yalın emir kipi formlarında vurgu genellikle son heceye düşer [ˈnuʃ]. HATA ANALİZİ: Referans çıktılar aspirasyon, heceleme ve vurgu tespitinde tamamen başarılıdır. Ancak temel bir biçimlendirme hatası yaparak dar (narrow) çeviri istenmesine rağmen fonemik/geniş çeviri işareti olan eğik çizgi (/) kullanmışlardır. Dar çeviriler daima köşeli ayraç ([]) ile gösterilir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu metadolojik kural eklenmelidir: 'Biçimlendirme Kuralı (Formatting Rule): Prompt tarafından dar çeviri (narrow transcription) talep edildiğinde, çıktı dizgisi daima fonetik kesinlik ifade eden köşeli ayraçlar [...] arasına alınmalıdır; hiçbir surette fonemik gösterim sembolü olan /.../ kullanılamaz.'",/kʰo.ˈnuʃ/,true
kopartabilen,/kʰo.pʰaɾ.tʰa.bi.ˈlæn/,kʰ o pʰ a ɾ tʰ a b i l æ n,0.95,"DOĞRU KURALLAR: Kelimede hece başında bulunan ötümsüz patlayıcılar (k, p, t) soluklu/aspire edilmiş [kʰ, pʰ, tʰ] varyantlarıyla gerçekleşir. Vurgu, sıfat-fiil (-en) ekinin etkisiyle kelimenin son hecesindedir. Kelime sonundaki 'e' ünlüsü, kapalı bir hece oluşturacak şekilde (n) geniz ünsüzünden önce geldiği için açılarak [æ] şekline dönüşür. Hece sonundaki 'r' sesi tek vuruşlu [ɾ] olarak telaffuz edilir. HATA ANALİZİ: Referans 1, açık ünlü [æ] kuralını ve aspirasyon kurallarını doğru uygulamış olmakla birlikte, hece sonu 'r' için izin verilen evrensel havuzda olmayan (ɾ̞̊) bir sembol kullanarak hata yapmıştır. Referans 2 ise kelime içindeki hece başlangıcı 'p' ve 't' ünsüzlerini (pʰ, tʰ) aspire etmemiş ve son hecedeki kapalı hece 'e' açılmasını bilmeyerek ezbere standart [e] kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu kurallar eklenmelidir: 1) 'Kelime başında veya içinde, hece başı pozisyonunda yer alan p, t, k patlayıcılarını soluklu varyantlara [pʰ, tʰ, kʰ] çevir.' 2) 'Hecesi [m, n, l, ɾ] gibi akıcı ve genizcil seslerle kapanan son hecelerdeki 'e' ünlülerini daima açık [æ] formuna dönüştür.' 3) 'Hedef sembol havuzunda bulunmayan aşırı dar gösterimleri (örn. ötümsüz /ɾ/) reddet ve en yakın temel varyant olan [ɾ] ile eşleştir.'",/kʰo.pʰaɾ̞̊.tʰa.bi.ˈlæn/,false
korunacağından,/kʰo.ɾu.na.dʒa.ɯn.ˈdan/,kʰ o ɾ u n a d͡ʒ a ɯ n d a n,0.95,"DOĞRU KURALLAR: Vurgu: Yönelme/ayrılma ekleri veya çoğul ekleri kullanıldığında kurallı kurallı kelimelerde birincil vurgu son heceye düşer [ˈdan]. Ünsüzler/Aspirasyon: Kelime başındaki 'k' gibi ötümsüz patlayıcılar her zaman aspire edilir (soluklu okunur) [kʰ]. 'ğ' Düşmesi (Hiatus): Ardışık kalın ünlüler 'a' ve 'ı' arasında bulunan 'yumuşak g' (ğ) dar transkripsiyonda sesletilmez ve düşer; ancak düşerken 'a' ünlüsünü uzatmaz, iki ünlü konuşma dilinde art arda hecelenir [a.ɯ]. İzin Verilen Semboller: Affrikat 'c' sesi, liste zorunluluğundan dolayı 'd͡ʒ' şeklinde değil, bağsız olarak [dʒ] şeklinde yazılmalıdır. HATA ANALİZİ: Referans 1, 'k' patlayıcısını doğru aspire etmiş olsa da, 'ğ' sesinin düşüşünü hatalı yorumlamış; hem 'a' sesini uzatmış (aː) hem de devamına 'ı' [ɯ] ünlüsü koyarak Türkçenin hece yapısına fonotaktik açıdan ters düşen kuraldışı bir form (d͡ʒaː.ɯn) üretmiştir. Ayrıca yasaklı 'tie-bar' sembolü kullanmıştır. Referans 2 ise hem kelime başı 'k' aspirasyonunu atlamış hem de aynı ünlü uzatma ve yasaklı sembol hatasını yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kurallar eklenmelidir: 1) 'Yumuşak G (ğ) Kuralı: Eğer 'ğ' harfi 'a' ve 'ı' veya 'o' ve 'u' gibi farklı ünlü dizileri arasındaysa (örn: -acağı), 'ğ' harfini tamamen sil, ancak birinci ünlüyü (a) uzatma; bunları iki ayrı hece olarak [a.ɯ] şeklinde kurgula.' 2) 'Karakter Haritalama Filtresi (Hard Rule): Üretilen IPA metninde üstten bağ (tie-bar) sembolü (d͡ʒ, t͡ʃ) bulunamaz. Bunları doğrudan yalın [dʒ, tʃ] formuna dönüştür.'",/kʰo.ɾu.na.d͡ʒaː.ɯn.ˈdan/,false
krater göllerinin,/kʰɾa.ˈtʰeɾɟœl.le.ɾi.ˈnin/,kʰ ɾ a tʰ e ɾ ɟ œ l l e ɾ i n i n,0.95,"DOĞRU KURALLAR: 1. Ünsüzler ve Aspirasyon: Kelime veya hece başındaki ötümsüz patlayıcılar soluklu (aspirated) okunur. Bu sebeple 'krater' sözcüğünde k ve t sesleri [kʰ] ve [tʰ] biçimini alır. 'göllerinin' sözcüğündeki ötümlü 'g' sesi ise, ön ünlü olan 'ö' ([œ]) sebebiyle damaksıllaşarak (palatalization) ince [ɟ] varyantına dönüşür. 2. Ünsüz İkizleşmesi: 'göl' kökü ile '-ler' ekinin birleşme noktasında iki 'l' sesi bulunur, bu durum ünsüz ikizleşmesine yol açar [ɟœl.le...]. 3. Kelime Sınırları ve Vurgu: Hedef kelime bir sözcük öbeğidir; bu yüzden kelimeler çevirilerde ayrı tutulmalı ve her birinin son hecesi, kendi morfolojik grubunun olağan vurgusunu taşımalıdır [ˈ]. HATA ANALİZİ: Referans 1, izin verilen sembol havuzunda bulunmayan ötümsüz r [ɾ̞̊] sembolünü kullanarak format kurallarını çiğnemiştir. Referans 2 ise iki ayrı kelimeyi nokta ile bir hece zinciriymiş gibi bağlamış (.teɾ.ɟœl.), patlayıcılardaki (k, t) aspirasyonu eksik bırakmış ve ikinci kelimeye vurgu atamayı unutmuştur. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kurallar eklenmelidir: 1) 'Sembol Filtresi (Whitelist Validation): Sadece izin verilen sembol havuzunu kullan; [ɾ̞̊] gibi listelenmemiş ultra-dar allofonları en yakın temel sese ([ɾ]) indirge.' 2) 'Sözcük Öbeği Ayrımı (Word Boundary): Boşluk ile ayrılan kelimeler arasına nokta konmaz; sentaktik boşluğu koru ve sözcükleri heceleriyle bitişik yazma.' 3) 'Patlayıcı Uyum Kuralı: Ön ünlüler ([e, i, œ, y]) ile aynı heceyi paylaşan 'g' harfini doğrudan ince/damaksıl [ɟ] varyantıyla eşleştir.'",/kʰɾa.ˈtʰæɾ̞̊ɟœl.le.ɾi.ˈnin/,false
kucakladığına,/kʰu.dʒak.ɫa.dɯ.ɯ.ˈna/,kʰ u d͡ʒ a k ɫ a d ɯ ɯ n a,0.95,"DOĞRU KURALLAR: 1) Ünsüzler/Aspirasyon: Kelime başındaki ötümsüz patlayıcı 'k' aspire edilerek [kʰ] olarak seslendirilir. Kelime içindeki 'c' harfi, standart IPA'da patlamalı-sızmalı (affricate) bir bütün olan [dʒ] sesine denktir. 2) Artdamaksıl 'L' (Velarized L): Arka ünlü (a) ile komşu olan 'l' ünsüzü kalınlaşarak karanlık 'l' varyantı olan [ɫ] sesine dönüşür. 3) Yumuşak G (ğ) Kuralı: İki ardışık 'ı' ünlüsü arasında kalan 'ğ', standart Türkiye Türkçesinde damak temasını kaybederek tamamen düşer; geriye iki ardışık moradan oluşan bir hiatus [ɯ.ɯ] (veya daha hızlı konuşmalarda [ɯː]) kalır. 4) Vurgu: Yönelme durum eki (-a), birincil vurguyu son heceye [ˈna] taşır. HATA ANALİZİ: İstisnai grafem-fonem dönüşümlerini uygulayan Referans 1, 'ğ' düştükten sonra ilk ünlüye ekstra bir uzunluk (ː) katarak [ɯː.ɯ] şeklinde mora (zaman birimi) hatası yapmış ve kısıtlı bağlam listesinde bulunmayan bitişik (d͡ʒ) işaretini kullanmıştır. Referans 2 ise ezberci bir yapı sergileyerek 'ğ' sesini yazılışına aldanıp [ɡ] olarak kodlamış, aspirasyonu yok saymış, Türkçe arka bağlam 'l' kurallarını atlamış ve vurguyu tamamıyla hatalı bir yere almıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme iki yapısal kural eklenmelidir: 1) 'Yumuşak G (ğ) Düşümü: İki arka-dar ünlü (ı-ğ-ı, u-ğ-u) ortasındaki ⟨ğ⟩ grafemini ASLA [ɡ] olarak haritalama; doğrudan silerek komşu ünlüleri art arda [ɯ.ɯ] heceleri olarak tutştur ve bunu yaparken fazladan [ː] (uzunluk) işareti üretme.' 2) 'L Allophones (Allofon kuralları): Bir ⟨l⟩ grafemi ⟨a, ı, o, u⟩ ile hece kuruyorsa ya da ardından/önünden geliyorsa transkripsiyonda açık [l] yerine mutlak şekilde velarize [ɫ] karakterini zorunlu kıl.'",/kʰu.d͡ʒak.ɫa.dɯː.ɯ.ˈna/,false
kumarhanelerimiz,/kʰu.ˈmaɾ.ha.ne.le.ɾi.miz/,kʰ u m a ɾ h a n e l e ɾ i m i z,0.95,"DOĞRU KURALLAR: Kelime, 'kumar' ve 'hane' sözcüklerinden oluşan birleşik bir kelimedir. Vurgu: Birleşik kelimelerde ana vurgu tipik olarak bileşenlerin vurgu kurallarına göre ilk kelimenin vurugulu hecesinde kalır (kuˈmarhane) ve -ler, -miz gibi ekler gelse dahi vurgu yeri kolay kolay değişmez. Ünsüzler ve Aspirasyon: Kelime başındaki ötümsüz patlayıcı 'k' düzenli olarak aspire edilir [kʰ]. Ünlüler: 'ne' ve 'le' heceleri açık hece oldukları için 'e' sesi dar/kapalı kalır [e]. HATA ANALİZİ: Referans 1, birleşik kelime vurgusunu atlayıp ezbere son hece vurgusu yapmış ve izin verilmeyen (ve Türkçe fonolojisinde gereksiz bir daralma belirten) 'ɾ̞̊' sembolünü kullanmıştır. Referans 2 ise hem 'k' sesi için aspirasyonu atlamış, hem vurguyu yanlış yere koymuş hem de açık hecedeki [e] seslerini gereksiz yere [æ] yaparak 'aşırı kural uygulama' hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kurallar eklenmelidir: 1) 'Birleşik Kelime Vurgusu: -hane ile kurulan birleşik isimlere ek (çoğul, iyelik vb.) gelse bile birincil vurguyu (ˈ) her zaman birinci sözcüğün son hecesinde sabitle.' 2) 'Hece Başı Aspirasyon: Kelime başındaki (p, t, k, c) ünsüzlerini koşulsuz şartsız [pʰ, tʰ, kʰ, cʰ] şeklinde aspire et.' 3) 'Açık Hece e Kuralı: e sesini r, l, m, n ile biten kapalı heceler haricinde; açık hecelerde (ne, le gibi) daima standart [e] olarak koru.'",/kʰu.maɾ̞̊.ha.ne.le.ɾi.ˈmiz/,false
kumullarının,/kʰu.muɫ.ɫa.ɾɯ.ˈnɯn/,kʰ u m u ɫ ɫ a ɾ ɯ n ɯ n,0.95,"DOĞRU KURALLAR: İsim çekim ekleri zincirinde (-lar, -ı, -nın) vurguyu kelimenin en sonuna taşıyan standart kural geçerlidir, bu yüzden vurgu son hecededir [ˈnɯn]. Kelime başındaki ötümsüz artdamak patlayıcısı 'k' aspire edilerek [kʰ] değerini alır. Kalın ünlülerle (u, a, ı) oluşturulmuş bir kelime olduğundan ötürü 'l' ünsüzü kalın/velarize [ɫ] varyantıyla telaffuz edilir ve hece sınırında iki ses yan yana gelip [ɫ.ɫ] şeklinde ikizleşir. Ünlüler arasındaki 'r' tek vuruşlu [ɾ] ünsüzünü temsil eder. HATA ANALİZİ: Referans 1 oldukça isabetli bir dar çeviri yapmıştır. Referans 2 ise kelime başı aspirasyonunu (kʰ) ihmal etmenin yanı sıra, sıradan çekim ekleri olan bu kelimede hiçbir vurgu kaydırıcı neden yokken vurguyu hatalı bir şekilde iyelik ekine kaydırmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kural eklenmelidir: 1) Eğitilmiş yapısal kurallar listesinde: İsim çekim eki diziliminde (çoğul + iyelik + ilgi) özel bir istisna eki olmadığı sürece birincil vurguyu (ˈ) değişmez biçimde daima kelime sonu heceye yerleştir. 2) Kelime başındaki [k] sesi ardından ünlü geliyorsa kural olarak [kʰ] şeklinde aspire et.",/kʰu.muɫ.ɫa.ɾɯ.ˈnɯn/,true
kuru yemişler,/kʰu.ˈɾuje.miʃ.ˈlæɾ/,kʰ u ɾ u j e m i ʃ l æ ɾ,0.95,"DOĞRU KURALLAR: Hedef çıktı ardışık iki kelimeden (sıfat tamlaması) oluşmaktadır, bu nedenle her kelime kendi temel vurgusunu (son hecede) taşır. 'kuru' kelimesinin başındaki tonsuz patlayıcı ünsüz 'k' kural gereği aspire edilerek [kʰ] olarak telaffuz edilir. 'yemişler' kelimesinde, kapalı hece oluşturan ve 'ɾ' akıcısıyla biten '-ler' çoğul ekinin içindeki 'e' ünlüsü daralmayıp tam tersine açılarak (lowering) [æ] sesine dönüşür. HATA ANALİZİ: Referans 1 kural dışı ünlü açılmasını (æ) ve 'k' aspirasyonunu (kʰ) doğru kurgulamış, ancak kelime sonu r sesini ötümsüzleştirip daraltarak izin verilen sembol havuzunda olmayan [ɾ̞̊] sembolüyle göstermiştir. Referans 2 ise girdiyi boşluksuz tek bir birleşik kelime (kuruyemişler) gibi işlemiş, 'kuru' kelimesinin vurgusunu yutmuş ve aspirasyon (kʰ) kuralını ezip geçmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Koda şu kısıtlamalar ve kurallar eklenmelidir: 1) 'Kelime Sınırlarını Koruma (Boundary Preservation): Girdi boşluk içeriyorsa kelimeleri birleştirme, her biri için bağımsız vurgu ve aspirasyon analizi yapıp aralarına boşluk koyarak transkribe et.' 2) 'Katı Sembol Çerçevesi (Strict Symbol Pool): Tüm alofonik değişimler (kelime sonu fısıltılı/ötümsüz R gibi) sadece izin verilen sembol listesindeki en yakın varyanta (bu durumda [ɾ]) uyarlanmalıdır, havuz dışı sembol ([ɾ̞̊]) kullanımını engelle.' 3) 'Hece Başı Patlayıcılar: Kelime başında yer alan tonsuz patlayıcıları [p, t, k, c] kesin olarak aspire et [pʰ, tʰ, kʰ, cʰ].'",/kʰu.ˈɾuje.miʃ.ˈlæɾ̞̊/,false
kurumsallaşmadığından,/kʰu.ɾum.saɫ.ˈɫaʃ.ma.dɯ.ɯn.dan/,kʰ u ɾ u m s a ɫ ɫ a ʃ m a d ɯ ɯ n d a n,0.95,"DOĞRU KURALLAR: Vurgu: Olumsuzluk eki olan '-ma' vurgu almaz ve birincil vurguyu daima kendinden önceki heceye fırlatır [ˈɫaʃ]. Ünsüzler/Aspirasyon: Kelime başındaki ötümsüz patlayıcı 'k' ses tellerindeki gecikmeden dolayı aspire edilerek [kʰ] şeklinde sesletilir. 'ğ' Erimesi ve Ünlüler: İki arka kalın ünlü (/ɯ/) arasındaki 'ğ' harfi eriyerek/düşerek sıfır fonem değerini alır; standart özenli konuşmada hece sınırını koruyarak [ɯ.ɯ] formunu alır. Kalın L: Art damak ünlüleriyle (a, u) çevrili 'l' ünsüzleri kalınlaşarak velarize l [ɫ] varyantında sesletilir [saɫ.ˈɫaʃ]. HATA ANALİZİ: Referans 1, aspirasyon ve vurguyu doğru tespit etse de 'ğ' erimesini işlerken hem önceki ünlüyü uzatmış hem de aynı ünlüyü tekrar hece başında vererek ([dɯː.ɯn]) fonolojik kurallara aykırı (gereksiz çiftleme olan) bir üretim yapmıştır. Referans 2 ise 'ğ' erimesindeki hece yapısını doğru kurmasına rağmen kelime başı hecedeki 'k' sesinin aspirasyonunu ([k]) atmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki algoritmik kural entegre edilmelidir: 1) 'Yumuşak-G (ğ) Düşmesi: İki aynı ünlü arasındaki 'ğ' harfi sıfır fonem olarak silinip hece yapısı bozulmadan bırakılırsa, yalnızca [V.V] şablonunu kullan; [Vː.V] şeklinde hatalı çiftleme yapma.' 2) 'Aspirasyon (Hardcoded Rule): Kelime veya hece başındaki p, t, k, c ötümsüz patlayıcılarını, kendisinden sonra ünlü geliyorsa muhakkak aspire (ʰ) varyantlarıyla transkribe et.'",/kʰu.ɾum.saɫ.ˈɫaʃ.ma.dɯː.ɯn.dan/,false
kuvvetliyse,/kʰuv.væt.ˈlij.se/,kʰ u v v æ t l i j s e,0.95,"DOĞRU KURALLAR: 1) Vurgu: Ek-fiil olan şart eki '-se' vurgu almaz, birincil vurguyu daima kendinden bir önceki heceye kaydırır [ˈlij]. 2) Ünsüzler/Heceleme: Kaynaştırma ünsüzü olan 'y' [j], fonetik heceleme kuralları gereği önceki ünlüye tutunarak 'liy' [lij] hecesini oluşturur. Kelime başı patlayıcısı (k) kural gereği soluklanarak [kʰ] olur. İkiz (geminat) ünsüz olan 'v.v' kısımları aynen korunur. Kapalı hecedeki 'e' ünlüsü, sert ünsüz 't' öncesinde açılarak [æ] sesine dönüşür. HATA ANALİZİ: Referans 1 ve 2, ek-fiil durumlarında vurgunun kayma kuralını işletmemiştir ve standart kelime sonu vurgusu kuralına takılarak vurguyu [-se] hecesine hatalı şekilde atamıştır. Ayrıca Referans 1, 'v' ünsüzünün kelime içi hece sonunda [β] varyantına dönüşmesini ikiz (geminat) ünsüzlere taşıyarak aşırı kural uygulamasında bulunmuş; Referans 2 ise IPA diziliminde [j] kaynaştırma sesini atlayarak eksik bir transkripsiyon üretmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Ek-fiil Vurgu İstisnası (Hardcoded Rule): Kelime sonuna şart eki (-sa/-se) gelirse, kelime sonu vurgusunu iptal et ve vurguyu (ˈ) kesinlikle şart ekinden bir önceki heceye yerleştir.' 2) 'Hece Kaynaşması: Ünlüyle biten bir cisme/sözcüğe -sa/-se eklenirken türeyen [j] ünsüzünü her zaman kendi öncesindeki ünlüyle hecele (örn. li.y-se -> lij.se).' 3) 'Geminat Koruması: Arka arkaya gelen aynı iki ünsüz (v.v vb.) bulunduğunda bu ikisini bölerek varyant (örn. β.v) ataması yapma; her ikisini de ana fonem (v.v) olarak haritala.'",/kʰuβ.væt.lij.ˈse/,false
